CODELISTNAME,RANK,CODEDVALUE,TRANSLATED,TYPE,CODELISTDICTIONARY,CODELISTVERSION,ORDERNUMBER,sourcedataset,sourcevariable,sourcevalue,sourcetype
QSTESTCD,4959,FAC02304,FAC02304,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4960,FAC02305,FAC02305,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4961,FAC02306,FAC02306,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4962,FAC02307,FAC02307,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4963,FAC02308,FAC02308,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4964,FAC02309,FAC02309,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4965,FAC02310,FAC02310,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4966,FAC02311,FAC02311,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4967,FAC02312,FAC02312,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4968,FAC02313,FAC02313,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4969,FAC02314,FAC02314,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4970,FAC02315,FAC02315,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4971,FAC02316,FAC02316,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4972,FAC02317,FAC02317,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4973,FAC02318,FAC02318,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4974,FAC02319,FAC02319,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4975,FAC02320,FAC02320,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4976,FAC02321,FAC02321,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4977,FAC02322,FAC02322,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4978,FAC02323,FAC02323,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4979,FAC02324,FAC02324,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4980,FAC02325,FAC02325,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4981,FAC02326,FAC02326,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4982,FAC02327,FAC02327,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4983,FAC02328,FAC02328,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4984,FAC02329,FAC02329,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4985,FAC02330,FAC02330,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4986,FAC02331,FAC02331,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4987,FAC02332,FAC02332,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4988,FAC02333,FAC02333,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4989,FAC02334,FAC02334,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4990,FAC02335,FAC02335,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4991,FAC02336,FAC02336,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4992,FAC02337,FAC02337,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4993,FAC02338,FAC02338,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4994,FAC02339,FAC02339,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4995,FAC05201,FAC05201,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4996,FAC05202,FAC05202,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4997,FAC05203,FAC05203,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4998,FAC05204,FAC05204,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,4999,FAC05205,FAC05205,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5000,FAC05206,FAC05206,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5001,FAC05207,FAC05207,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5002,FAC05208,FAC05208,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5003,FAC05209,FAC05209,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5004,FAC05210,FAC05210,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5005,FAC05211,FAC05211,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5006,FAC05212,FAC05212,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5007,FAC05213,FAC05213,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5008,FAC05214,FAC05214,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5009,FAC05215,FAC05215,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5010,FAC05216,FAC05216,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5011,FAC05217,FAC05217,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5012,ODI0101,ODI0101,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5013,ODI0102,ODI0102,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5014,ODI0103,ODI0103,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5015,ODI0104,ODI0104,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5016,ODI0105,ODI0105,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5017,ODI0106,ODI0106,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5018,ODI0107,ODI0107,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5019,ODI0108,ODI0108,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5020,ODI0109,ODI0109,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5021,ODI0110,ODI0110,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5022,ODI0111,ODI0111,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5023,OABQ0101,OABQ0101,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5024,OABQ0102,OABQ0102,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5025,OABQ0103,OABQ0103,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5026,OABQ0104,OABQ0104,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5027,OABQ0105,OABQ0105,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5028,OABQ0106,OABQ0106,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5029,OABQ0107,OABQ0107,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5030,OABQ0108,OABQ0108,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5031,OABQ0109,OABQ0109,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5032,OABQ0110,OABQ0110,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5033,OABQ0111,OABQ0111,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5034,OABQ0112,OABQ0112,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5035,OABQ0113,OABQ0113,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5036,OABQ0114,OABQ0114,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5037,OABQ0115,OABQ0115,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5038,OABQ0116,OABQ0116,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5039,OABQ0117,OABQ0117,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5040,OABQ0118,OABQ0118,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5041,OABQ0119,OABQ0119,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5042,OABQ0120,OABQ0120,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5043,OABQ0121,OABQ0121,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5044,OABQ0122,OABQ0122,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5045,OABQ0123,OABQ0123,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5046,OABQ0124,OABQ0124,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5047,OABQ0125,OABQ0125,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5048,OABQ0126,OABQ0126,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5049,OABQ0127,OABQ0127,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5050,OABQ0128,OABQ0128,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5051,OABQ0129,OABQ0129,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5052,OABQ0130,OABQ0130,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5053,OABQ0131,OABQ0131,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5054,OABQ0132,OABQ0132,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5055,OABQ0133,OABQ0133,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5056,OABQ0201,OABQ0201,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5057,OABQ0202,OABQ0202,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5058,OABQ0203,OABQ0203,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5059,OABQ0204,OABQ0204,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5060,OABQ0205,OABQ0205,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5061,OABQ0206,OABQ0206,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5062,OABQ0207,OABQ0207,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5063,OABQ0208,OABQ0208,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5064,OABQ0209,OABQ0209,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5065,OABQ0210,OABQ0210,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5066,OABQ0211,OABQ0211,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5067,OABQ0212,OABQ0212,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5068,OABQ0213,OABQ0213,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5069,OABQ0214,OABQ0214,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5070,OABQ0215,OABQ0215,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5071,OABQ0216,OABQ0216,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5072,OABQ0217,OABQ0217,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5073,OABQ0218,OABQ0218,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5074,OABQ0219,OABQ0219,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5075,PROS0101,PROS0101,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5076,PROS0102,PROS0102,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5077,PROS0103,PROS0103,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5078,PROS0104,PROS0104,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5079,PROS0105,PROS0105,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5080,PROS0106,PROS0106,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5081,PROS0107,PROS0107,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5082,PROS0108,PROS0108,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5083,PROS0109,PROS0109,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5084,PROS0110,PROS0110,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5085,PCL0101,PCL0101,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5086,PCL0102,PCL0102,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5087,PCL0103,PCL0103,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5088,PCL0104,PCL0104,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5089,PCL0105,PCL0105,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5090,PCL0106,PCL0106,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5091,PCL0107,PCL0107,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5092,PCL0108,PCL0108,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5093,PCL0109,PCL0109,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5094,PCL0110,PCL0110,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5095,PCL0111,PCL0111,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5096,PCL0112,PCL0112,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5097,PCL0113,PCL0113,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5098,PCL0114,PCL0114,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5099,PCL0115,PCL0115,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5100,PCL0116,PCL0116,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5101,PCL0117,PCL0117,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5102,PCL0118,PCL0118,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5103,PCL0119,PCL0119,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5104,PCL0120,PCL0120,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5105,TDI0101,TDI0101,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5106,TDI0102,TDI0102,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5107,TDI0103,TDI0103,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5108,TSCC0101,TSCC0101,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5109,TSCC0102,TSCC0102,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5110,TSCC0103,TSCC0103,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5111,TSCC0104,TSCC0104,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5112,TSCC0105,TSCC0105,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5113,TSCC0106,TSCC0106,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5114,TSCC0107,TSCC0107,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5115,TSCC0108,TSCC0108,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5116,TSCC0109,TSCC0109,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5117,TSCC0110,TSCC0110,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5118,TSCC0111,TSCC0111,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5119,TSCC0112,TSCC0112,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5120,TSCC0113,TSCC0113,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5121,TSCC0114,TSCC0114,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5122,TSCC0115,TSCC0115,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5123,TSCC0116,TSCC0116,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5124,TSCC0117,TSCC0117,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5125,TSCC0118,TSCC0118,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5126,TSCC0119,TSCC0119,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5127,TSCC0120,TSCC0120,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5128,TSCC0121,TSCC0121,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5129,TSCC0122,TSCC0122,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5130,TSCC0123,TSCC0123,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5131,TSCC0124,TSCC0124,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5132,TSCC0125,TSCC0125,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5133,TSCC0126,TSCC0126,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5134,TSCC0127,TSCC0127,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5135,TSCC0128,TSCC0128,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5136,TSCC0129,TSCC0129,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5137,TSCC0130,TSCC0130,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5138,TSCC0131,TSCC0131,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5139,TSCC0132,TSCC0132,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5140,TSCC0133,TSCC0133,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5141,TSCC0134,TSCC0134,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5142,TSCC0135,TSCC0135,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5143,TSCC0136,TSCC0136,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5144,TSCC0137,TSCC0137,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5145,TSCC0138,TSCC0138,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5146,TSCC0139,TSCC0139,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5147,TSCC0140,TSCC0140,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5148,TSCC0141,TSCC0141,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5149,TSCC0142,TSCC0142,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5150,TSCC0143,TSCC0143,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5151,TSCC0144,TSCC0144,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5152,TSCC0145,TSCC0145,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5153,TSCC0146,TSCC0146,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5154,TSCC0147,TSCC0147,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5155,TSCC0148,TSCC0148,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5156,TSCC0149,TSCC0149,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5157,TSCC0150,TSCC0150,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5158,TSCC0151,TSCC0151,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5159,TSCC0152,TSCC0152,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5160,TSCC0153,TSCC0153,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5161,TSCC0154,TSCC0154,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5162,TSCYC101,TSCYC101,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5163,TSCYC102,TSCYC102,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5164,TSCYC103,TSCYC103,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5165,TSCYC104,TSCYC104,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5166,TSCYC105,TSCYC105,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5167,TSCYC106,TSCYC106,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5168,TSCYC107,TSCYC107,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5169,TSCYC108,TSCYC108,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5170,TSCYC109,TSCYC109,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5171,TSCYC110,TSCYC110,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5172,TSCYC111,TSCYC111,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5173,TSCYC112,TSCYC112,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5174,TSCYC113,TSCYC113,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5175,TSCYC114,TSCYC114,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5176,TSCYC115,TSCYC115,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5177,TSCYC116,TSCYC116,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5178,TSCYC117,TSCYC117,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5179,TSCYC118,TSCYC118,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5180,TSCYC119,TSCYC119,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5181,TSCYC120,TSCYC120,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5182,TSCYC121,TSCYC121,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5183,TSCYC122,TSCYC122,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5184,TSCYC123,TSCYC123,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5185,TSCYC124,TSCYC124,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5186,TSCYC125,TSCYC125,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5187,TSCYC126,TSCYC126,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5188,TSCYC127,TSCYC127,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5189,TSCYC128,TSCYC128,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5190,TSCYC129,TSCYC129,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5191,TSCYC130,TSCYC130,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5192,TSCYC131,TSCYC131,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5193,TSCYC132,TSCYC132,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5194,TSCYC133,TSCYC133,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5195,TSCYC134,TSCYC134,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5196,TSCYC135,TSCYC135,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5197,TSCYC136,TSCYC136,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5198,TSCYC137,TSCYC137,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5199,TSCYC138,TSCYC138,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5200,TSCYC139,TSCYC139,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5201,TSCYC140,TSCYC140,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5202,TSCYC141,TSCYC141,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5203,TSCYC142,TSCYC142,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5204,TSCYC143,TSCYC143,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5205,TSCYC144,TSCYC144,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5206,TSCYC145,TSCYC145,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5207,TSCYC146,TSCYC146,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5208,TSCYC147,TSCYC147,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5209,TSCYC148,TSCYC148,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5210,TSCYC149,TSCYC149,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5211,TSCYC150,TSCYC150,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5212,TSCYC151,TSCYC151,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5213,TSCYC152,TSCYC152,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5214,TSCYC153,TSCYC153,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5215,TSCYC154,TSCYC154,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5216,TSCYC155,TSCYC155,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5217,TSCYC156,TSCYC156,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5218,TSCYC157,TSCYC157,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5219,TSCYC158,TSCYC158,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5220,TSCYC159,TSCYC159,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5221,TSCYC160,TSCYC160,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5222,TSCYC161,TSCYC161,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5223,TSCYC162,TSCYC162,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5224,TSCYC163,TSCYC163,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5225,TSCYC164,TSCYC164,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5226,TSCYC165,TSCYC165,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5227,TSCYC166,TSCYC166,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5228,TSCYC167,TSCYC167,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5229,TSCYC168,TSCYC168,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5230,TSCYC169,TSCYC169,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5231,TSCYC170,TSCYC170,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5232,TSCYC171,TSCYC171,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5233,TSCYC172,TSCYC172,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5234,TSCYC173,TSCYC173,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5235,TSCYC174,TSCYC174,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5236,TSCYC175,TSCYC175,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5237,TSCYC176,TSCYC176,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5238,TSCYC177,TSCYC177,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5239,TSCYC178,TSCYC178,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5240,TSCYC179,TSCYC179,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5241,TSCYC180,TSCYC180,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5242,TSCYC181,TSCYC181,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5243,TSCYC182,TSCYC182,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5244,TSCYC183,TSCYC183,text,SDTM Terminology,10/6/2014,,,,,character
QSTESTCD,5245,TSCYC184,TSCYC184,text,SDTM Terminology,10/6/2014,,,,,character
